mean_fit_time,mean_score_time,mean_test_score,param_ADA__base_estimator__class_weight,param_ADA__base_estimator__criterion,param_ADA__base_estimator__max_depth,param_ADA__learning_rate,param_ADA__n_estimators,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,std_fit_time,std_score_time,std_test_score
0.00951904058456,0.00115048885345,0.670767178127,balanced,gini,1,0.55000000000000016,2,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 2, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",382,0.734869976359,0.744549763033,0.626856240126,0.576442229122,0.000107657060629,1.87378650718e-05,0.0713579219092
0.0216994285583,0.0016958117485,0.693941250659,balanced,gini,1,0.55000000000000016,5,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",123,0.765130023641,0.744549763033,0.625671406003,0.640137277333,0.00031645596273,6.2275045818e-05,0.0616228643091
0.0230517983437,0.00155103206635,0.694536002735,balanced,gini,1,0.55000000000000016,7,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 7, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",117,0.773522458629,0.72551342812,0.625671406003,0.653170452688,0.00506576014183,0.000383229981412,0.0584421073823
0.0384872555733,0.00211203098297,0.682676793273,balanced,gini,1,0.55000000000000016,15,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",249,0.748817966903,0.67551342812,0.649447077409,0.656724955058,0.000339012414366,1.63508045599e-05,0.0394077053789
0.0772169828415,0.00428354740143,0.675518188059,balanced,gini,1,0.55000000000000016,20,"{'ADA__learning_rate': 0.55000000000000016, 'ADA__n_estimators': 20, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",300,0.738061465721,0.67195892575,0.633965244866,0.657909789181,0.0081126945648,0.000214889781455,0.0386296546792
0.00553923845291,0.000934064388275,0.67524980056,balanced,gini,1,0.6000000000000002,1,"{'ADA__learning_rate': 0.6000000000000002, 'ADA__n_estimators': 1, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",301,0.734869976359,0.715876777251,0.67345971564,0.576442229122,3.12866478058e-05,3.03491844314e-05,0.0611504739172
0.00991922616959,0.00114500522614,0.670767178127,balanced,gini,1,0.6000000000000002,2,"{'ADA__learning_rate': 0.6000000000000002, 'ADA__n_estimators': 2, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",382,0.734869976359,0.744549763033,0.626856240126,0.576442229122,0.00101866733065,9.36457070279e-06,0.0713579219092
0.017560005188,0.00137799978256,0.693645697456,balanced,gini,1,0.6000000000000002,5,"{'ADA__learning_rate': 0.6000000000000002, 'ADA__n_estimators': 5, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",124,0.765130023641,0.744549763033,0.625671406003,0.63895244321,0.00379893799049,0.000286327133395,0.0618825024437
0.0242780447006,0.00169217586517,0.692740082586,balanced,gini,1,0.6000000000000002,7,"{'ADA__learning_rate': 0.6000000000000002, 'ADA__n_estimators': 7, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",133,0.779432624113,0.71477093207,0.625671406003,0.650800784442,0.00462912753236,0.000277327672363,0.0597302336283
0.0489881634712,0.00237429141998,0.684126630201,balanced,gini,1,0.6000000000000002,15,"{'ADA__learning_rate': 0.6000000000000002, 'ADA__n_estimators': 15, 'ADA__base_estimator__max_depth': 1, 'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'gini'}",235,0.755791962175,0.67551342812,0.645892575039,0.659094623304,0.00877931933363,0.000576921741029,0.0427449639391
